[14, 13, 31, 21, 32, 81, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 81, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 81, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 81, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 81, 78, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 81, 5, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 81, 28, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 81, 54, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 81, 22, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 81, 59, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 81, 54, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 81, 10, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 81, 59, 82]
[14, 13, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 31, 21, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 76, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 78, 5, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 78, 28, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 78, 54, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 78, 22, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 22, 78, 59, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 22, 59, 78, 54, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 22, 59, 54, 78, 10, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 22, 59, 54, 10, 78, 59, 81, 82]
[13, 14, 21, 31, 32, 72, 22, 12, 76, 5, 28, 54, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 72, 12, 76, 5, 28, 54, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 76, 5, 28, 54, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 76, 28, 54, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 76, 54, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 76, 22, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 22, 76, 59, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 22, 59, 76, 54, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 22, 59, 54, 76, 10, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 22, 59, 54, 10, 76, 59, 78, 81, 82]
[13, 14, 21, 31, 32, 22, 12, 72, 5, 28, 54, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 32, 12, 72, 5, 28, 54, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 72, 5, 28, 54, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 72, 28, 54, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 72, 54, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 72, 22, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 22, 72, 59, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 22, 59, 72, 54, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 22, 59, 54, 72, 10, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 22, 59, 54, 10, 72, 59, 76, 78, 81, 82]
[13, 14, 21, 31, 22, 12, 32, 5, 28, 54, 22, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 31, 12, 32, 5, 28, 54, 22, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 32, 5, 28, 54, 22, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 5, 32, 28, 54, 22, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 5, 28, 32, 54, 22, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 5, 28, 32, 22, 54, 59, 54, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 5, 28, 32, 22, 54, 54, 59, 10, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 22, 12, 31, 5, 28, 32, 22, 54, 54, 10, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 12, 22, 31, 5, 28, 32, 22, 54, 54, 10, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 12, 22, 5, 31, 28, 32, 22, 54, 54, 10, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 12, 22, 5, 28, 31, 32, 22, 54, 54, 10, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 12, 22, 5, 28, 31, 22, 32, 54, 54, 10, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 21, 12, 22, 5, 28, 31, 22, 32, 54, 10, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 12, 21, 22, 5, 28, 31, 22, 32, 54, 10, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 12, 21, 5, 22, 28, 31, 22, 32, 54, 10, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 12, 21, 5, 22, 28, 22, 31, 32, 54, 10, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 14, 12, 21, 5, 22, 28, 22, 31, 32, 10, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 12, 14, 21, 5, 22, 28, 22, 31, 32, 10, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 12, 14, 5, 21, 22, 28, 22, 31, 32, 10, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 12, 14, 5, 21, 22, 22, 28, 31, 32, 10, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[13, 12, 14, 5, 21, 22, 22, 28, 31, 10, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[12, 13, 14, 5, 21, 22, 22, 28, 31, 10, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[12, 13, 5, 14, 21, 22, 22, 28, 31, 10, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[12, 13, 5, 14, 21, 22, 22, 28, 10, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[12, 5, 13, 14, 21, 22, 22, 28, 10, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[12, 5, 13, 14, 21, 22, 22, 10, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 13, 14, 21, 22, 22, 10, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 13, 14, 21, 22, 10, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 13, 14, 21, 10, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 13, 14, 10, 21, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 13, 10, 14, 21, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 12, 10, 13, 14, 21, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
[5, 10, 12, 13, 14, 21, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
create:	[81, 14, 32, 13, 31, 21, 82, 72, 76, 22, 12, 78, 5, 28, 54, 22, 59, 54, 10, 59]
result:	[5, 10, 12, 13, 14, 21, 22, 22, 28, 31, 32, 54, 54, 59, 59, 72, 76, 78, 81, 82]
